StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q4,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q11,Q12_1,Q12_2,Q12_3,Q14,Q15_1,Q15_2,Q15_3,Q17,Q18_1,Q18_2,Q18_3,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q21,Q24,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q27,Q28,Q29,Q30_1,Q30_2,Q30_3,Q31,Q32,Q33,Q34,Q35_1,Q35_2,Q35_3,Q35_4,Q36,Q37,Q38,Q39,Q40,Q41,Q43,Q46,Q47,Q48,mobile,vignette,race_1,race_2,race_3,sex_1,sex_2,sex_3,prof_1,prof_2,prof_3,slogan_1,slogan_2,slogan_3,vignettetext_1,vignettetext_2,politician_1,politician_2,politician_3,econ_1,econ_2,econ_3,name_1,name_2,name_3,intro,correct,incorrect,ticket,age_bracket
11/25/2021 12:09,11/25/2021 12:16,0,131.255.128.90,100,457,1,11/25/2021 12:16,R_xaY4U0cFcTW3uZb,,,,,-1.453704834,-48.50779724,anonymous,PT,1,32,1,14,2,4,4,1,4,1,2,5,3,3,4,4,3,4,4,4,3,4,4,4,2,2,4,1,3,1,1,1,4,1,1,1,5,5,3,1,5,5,5,3,4,5,1,2,,3,11,6,1,7,2,1,14,12,1,2,,2,4,4,Belém ,66087422,2,3,,Não a conheço ,Por ser evangélico ,Não ,yes,treatment,black,pardo,white,female,male,male,pastor,police,doctor,jobs2,jobs3,corruption1,,,novice,novice,politician,left,right,right,Isabella Nunes,Hector Amaral,Bernardo Teixeira,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito estava desviando recursos públicos,O prefeito gerenciou o orçamento de maneira honesta,670a69f7547c010c_d53c57ca5f074bd3_cfc8282d8f0bf020_d4522d651afd04e6de95c32411b8f9fc,4
11/25/2021 11:51,11/25/2021 12:17,0,200.232.235.147,100,1570,1,11/25/2021 12:17,R_1MMUncWIfiU3UiI,,,,,-22.87770081,-48.51789856,anonymous,PT,1,48,1,25,5,4,4,1,1,1,1,4,3,3,3,3,3,3,3,3,2,3,3,3,1,1,1,1,1,1,1,1,3,1,1,1,5,5,5,1,5,5,5,1,2,3,4,5,muitos,1,12,7,,7,2,1,17,12,1,2,1,2,6,1,araçatuba,16028250,2,3,,"Toda promessa é vaga, primeiro o candidato tem que ouvir a população na sua necessidade. ","A corrupção é uma doença no poder, então você não consegue detê-la de imediato.",Muitas promessas vagas.,no,control,white,pardo,black,male,female,female,police,office,doctor,generic2,corruption1,jobs1,,,novice,politician,politician,right,left,left,Bernardo Teixeira,Olívia Mendes,Cecilia Machado,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito gerenciou o orçamento de maneira honesta,O prefeito estava desviando recursos públicos,b22f6f7dc010342a_d53c57ca5f074bd3_ff2c7ad9d509a749_09ed3a27a9d0e7ed3b276f1f657e4816,6
11/25/2021 12:07,11/25/2021 12:17,0,201.71.147.73,100,587,1,11/25/2021 12:17,R_3rV6borMkITE4hv,,,,,-15.59700012,-56.09580231,anonymous,PT,1,28,1,11,3,2,2,2,4,4,2,5,5,2,3,3,5,3,3,3,5,2,2,2,2,2,4,5,3,1,1,2,3,3,1,2,1,2,2,1,3,4,3,2,1,4,5,3,,4,12,5,6,4,3,1,17,12,,2,,,2,1,tangara da serra,78300078,2,5,,não conheço,não tenho informações,não conheço,no,control,pardo,white,white,female,female,male,office,pastor,pastor,jobs3,jobs1,corruption3,,,novice,novice,novice,right,left,left,Olívia Mendes,Cecilia Machado,Bernardo Teixeira,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito gerenciou o orçamento de maneira honesta,O prefeito estava desviando recursos públicos,91cd4084f462ba59_d53c57ca5f074bd3_8bb414d48589b44c_035b799d15d6f66b3fd7c67a233b0a1f,4
11/25/2021 12:11,11/25/2021 12:17,0,189.75.128.223,100,369,1,11/25/2021 12:17,R_d6AdTNGGV8Kene1,,,,,-23.37869263,-51.94889832,anonymous,PT,1,14,1,16,2,4,4,1,1,2,2,4,4,3,2,2,2,3,3,3,3,3,3,2,4,4,4,3,3,1,1,1,3,1,1,1,3,3,3,3,3,3,3,3,2,4,1,5,,3,,4,7,7,3,1,1,4,1,2,1,2,2,1,Sarandi,87111150,2,5,,Porque sim,Porque sim,Porque sim,yes,treatment,black,pardo,white,female,male,male,captain,office,office,generic3,jobs2,generic1,,,novice,novice,politician,right,left,right,Cecilia Machado,Hector Amaral,Bernardo Teixeira,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito estava desviando recursos públicos,O prefeito gerenciou o orçamento de maneira honesta,8b46bc2aa63dc6b2_d53c57ca5f074bd3_b8498b122646f669_d599cd2f01d8a47976d74d40540168ef,2
11/25/2021 12:08,11/25/2021 12:17,0,179.217.215.56,100,579,1,11/25/2021 12:17,R_3Epf4i8jESAFb8F,,,,,-28.72929382,-53.5746994,anonymous,PT,1,16,2,21,7,4,4,3,3,3,3,4,3,1,1,1,3,1,1,1,3,1,1,1,3,4,4,4,4,1,1,1,1,5,1,1,3,3,3,3,3,3,3,5,1,3,4,2,,2,,2,2,3,2,2,11,1,1,2,1,2,2,1,Cruz alta,,2,2,,,,,yes,control,pardo,black,black,female,male,female,captain,office,professor,generic3,corruption3,jobs3,,,politician,politician,novice,left,right,left,Olívia Mendes,Bernardo Teixeira,Cecilia Machado,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito gerenciou o orçamento de maneira honesta,O prefeito estava desviando recursos públicos,d49887f07194ffc6_d53c57ca5f074bd3_330c41dab4a35460_45d666a9447729d1dbd01c37f20a3c64,2
11/25/2021 12:01,11/25/2021 12:18,0,189.37.74.147,100,1050,1,11/25/2021 12:18,R_29msNJzgN4xux2S,,,,,-19.02330017,-48.33479309,anonymous,PT,1,30,1,13,3,4,4,2,5,2,1,5,2,2,2,1,2,2,1,1,3,1,1,2,2,4,1,,,2,3,2,3,5,2,1,4,1,5,1,1,5,5,1,3,2,5,4,Educação,2,10,7,3,7,3,1,1,7,1,2,1,1,1,4,Uberlândia,38425381,2,5,,E muito pouco o conhecimento que eu pessoalmente tenho dessa pessoa,"Além de a conhecer pouco, é um tipo de política que depende de bancada.",Nao,yes,control,black,white,black,female,male,male,office,office,professor,jobs1,corruption2,generic2,,,politician,politician,politician,right,right,left,Olívia Mendes,Hector Amaral,Bernardo Teixeira,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito gerenciou o orçamento de maneira honesta,O prefeito estava desviando recursos públicos,d2b01b919504db83_d53c57ca5f074bd3_cfc8282d8f0bf020_91aa6d0b4becfd396bbd70e356edc9fa,4
11/25/2021 12:09,11/25/2021 12:18,0,177.184.206.238,100,558,1,11/25/2021 12:18,R_3JejTsRa6LLP4rF,,,,,-22.94850159,-43.34359741,anonymous,PT,1,15,2,19,3,3,1,2,1,1,1,2,4,5,3,5,2,5,4,5,3,5,4,5,4,4,1,1,2,3,5,3,2,3,1,1,5,3,5,2,3,2,4,1,3,2,5,4,racismo,3,4,3,5,7,3,3,7,12,1,1,2,1,6,1,duque de caxias,25086020,2,5,,Não me pareceu confiavél,"É a mesma ideia dos demais, porém quando eleito entram na corrupção",,no,treatment,black,pardo,white,male,female,female,office,doctor,police,corruption1,generic3,jobs1,,,novice,novice,novice,left,right,left,Hector Amaral,Olívia Mendes,Cecilia Machado,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito estava desviando recursos públicos,O prefeito gerenciou o orçamento de maneira honesta,13a53030a680fdb3_d53c57ca5f074bd3_f701270dacb2356d_a85c02d79b9ddccf564165594e9c33b4,2
11/25/2021 12:05,11/25/2021 12:19,0,200.124.189.42,100,801,1,11/25/2021 12:19,R_3p4OUjsFPSTYdJC,,,,,-25.28419495,-48.72039795,anonymous,PT,1,24,2,16,1,4,4,2,4,2,2,4,4,3,3,2,4,3,3,1,3,3,3,3,2,1,1,2,1,2,2,1,4,4,1,1,5,4,2,2,2,4,5,,,,,,,4,7,4,,5,3,1,3,12,1,2,1,1,2,4,ANTONINA,83370000,2,4,,"A VESTIMENTA DELE DEVERIA SER MAIS VOLTADA AO POPULAÇÃO GERAL E NÃO AO SERVIÇO PUBLICO, COMBATER A VIOLÊNCIA ESTARIA MAIS DE ACORDO",COMBATE A CORRUPÇÃO PARECE MAIS A VER DO QUE O COMBATE A POBREZA,,no,control,black,white,white,male,female,male,police,police,office,generic1,jobs1,corruption1,,,politician,novice,novice,left,left,left,Bernardo Teixeira,Cecilia Machado,Nicolas Duarte,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito gerenciou o orçamento de maneira honesta,O prefeito estava desviando recursos públicos,412c80849bc100df_d53c57ca5f074bd3_cfc8282d8f0bf020_c9167c30955cb7c9058ac4e4100b7114,3
11/25/2021 12:05,11/25/2021 12:20,0,189.34.109.75,100,871,1,11/25/2021 12:20,R_2S7aGiAnePHds8o,,,,,-24.78199768,-51.16540527,anonymous,PT,1,32,1,16,3,4,4,4,5,4,3,5,2,3,3,2,2,3,3,2,2,2,2,2,2,4,4,4,2,3,4,4,3,3,1,1,4,1,1,1,4,4,5,,,,,,,4,12,4,4,6,2,5,17,12,1,2,1,1,2,1,Apucarana ,86808220,2,5,,"por falta de experiência política e de administração pública ele não conseguiria fazer o que esta falando a médio prazo, que seria um mandato legislativo.","a princípio ele até poderia falar e fazer alguma coisa em relação à corrupção, porém, logo mudaria o foco, pois, não teria poderes para ""acabar"" com isso, por causa das coligações políticas que teve que fazer para ser eleito.",não,no,treatment,white,pardo,white,male,female,female,captain,police,doctor,generic3,jobs3,generic2,,,novice,politician,politician,left,left,left,Bernardo Teixeira,Isabella Nunes,Olívia Mendes,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito estava desviando recursos públicos,O prefeito gerenciou o orçamento de maneira honesta,0f1da4afd826809f_d53c57ca5f074bd3_330c41dab4a35460_533ee3c7730b9b04613827fc69f66505,4
11/25/2021 12:11,11/25/2021 12:20,0,201.140.238.224,100,524,1,11/25/2021 12:20,R_9pkhdpM5NQYEERX,,,,,-8.009094238,-34.94979858,anonymous,PT,1,33,1,17,2,2,2,1,2,1,1,4,2,3,3,5,2,4,2,3,2,1,2,4,2,2,2,2,4,1,1,1,1,1,1,1,4,4,4,1,2,5,5,,,,,,,1,6,6,,7,3,1,5,13,1,2,2,1,11,4,Paulista,53407230,2,4,,Não conheço esse candidato,Por não conhece ja disconfio,No momento não,yes,treatment,black,pardo,pardo,male,female,male,professor,captain,police,jobs2,generic1,jobs3,,,politician,politician,novice,left,left,right,Hector Amaral,Isabella Nunes,Nicolas Duarte,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito estava desviando recursos públicos,O prefeito gerenciou o orçamento de maneira honesta,f2cac665a931dd0b_d53c57ca5f074bd3_cfc8282d8f0bf020_f2bc3471459d135d9b358a809a873376,4
11/25/2021 12:01,11/25/2021 12:20,0,177.66.110.160,100,1162,1,11/25/2021 12:20,R_1I6L7WSTM6fsqz9,,,,,-24.40490723,-53.53079987,anonymous,PT,1,7,1,16,2,4,4,1,1,1,1,4,3,3,3,2,2,4,2,3,4,3,2,3,1,3,3,4,3,1,1,1,5,4,1,1,5,4,1,1,4,4,5,1,2,3,4,5,,4,5,7,5,7,3,1,17,12,1,2,2,1,4,4,Assis Chateaubriand,85935000,2,4,,não achei as informações suficientes pra formar uma opinião para um dos lados,pelo fato dela ser delegada e a frase contra a corrupção estar em destaque no seu discurso,nenhum,no,control,black,black,pardo,female,male,female,police,captain,police,corruption3,jobs3,jobs1,,,novice,politician,novice,left,left,left,Olívia Mendes,Nicolas Duarte,Isabella Nunes,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito gerenciou o orçamento de maneira honesta,O prefeito estava desviando recursos públicos,4caf57c717d4dc23_d53c57ca5f074bd3_cfc8282d8f0bf020_0aadcc44b92bd4d6c60624b68c7da000,1
11/25/2021 12:08,11/25/2021 12:22,0,206.43.104.242,100,792,1,11/25/2021 12:22,R_2bNyGobtM1zFib5,,,,,-1.453704834,-48.50779724,anonymous,PT,1,43,2,14,1,4,4,2,4,4,4,4,5,2,2,2,5,2,2,2,2,2,2,2,2,4,4,4,3,1,1,1,1,4,1,1,5,1,2,3,3,4,4,4,3,5,2,1,Educação,4,12,3,5,5,3,2,1,12,1,2,1,1,2,4,Belém,66030320,2,3,,Impossível fazer isso sozinho,"Pq a maioria vai com os outros que já estão lá
",Não conheço os candidatos.,yes,treatment,white,black,black,male,female,male,captain,office,office,jobs1,corruption3,generic2,,,novice,novice,novice,left,right,left,Nicolas Duarte,Olívia Mendes,Bernardo Teixeira,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito estava desviando recursos públicos,O prefeito gerenciou o orçamento de maneira honesta,39b9d506b1a8ca22_d53c57ca5f074bd3_cfc8282d8f0bf020_5627ae4aa769082e23aef82509728014,5
11/25/2021 11:58,11/25/2021 12:22,0,179.176.103.50,100,1418,1,11/25/2021 12:22,R_qW5ovhMAit3cAxP,,,,,-16.63909912,-49.26220703,anonymous,PT,1,13,2,11,2,2,2,1,4,3,3,1,5,1,1,1,5,1,1,1,5,1,1,1,1,2,1,1,1,2,1,1,3,5,1,1,5,3,1,3,1,1,5,,,,,,"Educação, cultura e lazer",3,5,1,4,7,3,2,15,10,2,1,1,1,7,3,Rondonópolis,78700000,2,5,,"Pelo meu conhecimento sobre politica e por analisar propostas dos candidatos, jamais votaria em candidatos militares, porque pela nossa historia já tivemos esse tipo de candidato no poder é não foi nada bom para a sociedade, inclusive estamos vivenciando o descaso do Brasil com o atual presidente da república que por ventura é militar.",Pela estudo e pela história do país não teve nenhum militar que fosse a favor da corrupção pelo contrario eles são os que mais cometem esse tipo de crime.,"Sim, militares não lutam pela desigualdade, porque eles pregam a ""moral e os bons costumes"", ou seja a desigualdade continuara imperando no Brasil.",no,control,black,pardo,white,male,male,male,captain,office,captain,corruption2,corruption3,jobs2,,,politician,politician,novice,left,right,right,Hector Amaral,Bernardo Teixeira,Nicolas Duarte,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito gerenciou o orçamento de maneira honesta,O prefeito estava desviando recursos públicos,614d8b38274cbf70_d53c57ca5f074bd3_82622a9cd0abc84c_7a87024b82ba0c81281a67159ebe700c,2
11/25/2021 12:17,11/25/2021 12:23,0,191.189.24.42,100,350,1,11/25/2021 12:23,R_3ESV4cQJMBSoOO5,,,,,-3.10319519,-60.02880096,anonymous,PT,1,16,1,4,7,1,1,1,1,1,1,1,5,1,5,5,5,1,5,5,5,1,5,5,3,3,3,3,3,1,1,1,1,1,1,2,3,3,3,3,5,5,5,2,3,4,5,1,,3,6,4,4,4,1,11,16,13,1,,1,,2,3,Manaus,69020052,2,4,,Ao  confio em política,Ao  confio em política,Ao  confio em política,yes,control,pardo,white,black,female,male,female,pastor,police,office,corruption2,generic2,generic3,,,novice,novice,politician,right,left,left,Cecilia Machado,Nicolas Duarte,Isabella Nunes,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito gerenciou o orçamento de maneira honesta,O prefeito estava desviando recursos públicos,c0c6f260309a8504_d53c57ca5f074bd3_cfc8282d8f0bf020_54bfd565cc59bda714696dd4cdd22ff3,2
11/25/2021 11:14,11/25/2021 12:24,0,177.235.245.174,100,4203,1,11/25/2021 12:24,R_1Tb9fP1gQFmDVTP,,,,,-15.77920532,-47.93409729,anonymous,PT,1,53,1,7,3,4,1,2,2,4,2,2,2,3,4,3,2,2,3,4,1,4,4,4,1,2,3,4,1,2,1,1,2,1,1,1,5,2,2,4,2,1,5,1,5,3,2,4,"Educação, racismo, meio ambiente.",4,3,2,5,7,3,3,1,1,,,2,,1,1,Brasília ,73252-200 ,2,5,,"Nem sempre menos imposto leva a mais eficiência.  Após seis anos atuando na Assembleia é provável que ele ainda não obteve sucesso em suas duas propostas., aqui bastante genéricas.","Novo na Assembleia, é provável que apresente novas estratégias pra atingir sucesso em suas propostas. Vai precisar se esforçar nesse sentido para facilitar sua reeleição. ","É preciso não economisar nos itens a avaliar em um candidato. As propostas são importantes,  mas aspectos quanto histórico, caráter, realizações até então devem ser até mais importantes que o partido pelo qual disputa cargo. Uma coisa é básica: conservadores querem manter as coisas o mais inalterados possível; já os progressistas querem mudar tudo que consideram limitadores de avanços sociais e que beneficiem as elites.",yes,treatment,pardo,white,white,male,female,male,professor,doctor,professor,corruption2,jobs1,corruption3,,,politician,novice,novice,right,right,left,Nicolas Duarte,Olívia Mendes,Hector Amaral,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito estava desviando recursos públicos,O prefeito gerenciou o orçamento de maneira honesta,a6233cf6cdf4335d_d53c57ca5f074bd3_cfc8282d8f0bf020_29f7e0f06e6bf5e7d3290ea3b37c6e43,6
11/25/2021 12:18,11/25/2021 12:24,0,201.216.110.11,100,375,1,11/25/2021 12:24,R_33kfVl0p1jUyS82,,,,,-10.74809265,-62.21579742,anonymous,PT,1,6,1,22,2,4,5,2,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,4,3,5,1,,3,,,,,2,1,17,13,1,1,1,1,2,1,ouro preto do oeste,76920000,1,4,,,,,no,control,pardo,white,white,female,male,female,captain,doctor,office,corruption3,corruption2,generic3,,,novice,novice,novice,left,left,left,Olívia Mendes,Nicolas Duarte,Isabella Nunes,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito gerenciou o orçamento de maneira honesta,O prefeito estava desviando recursos públicos,bd085ba7b88031a2_d53c57ca5f074bd3_cfc8282d8f0bf020_93d234a39a81916fac122c73613ff1c5,1
11/25/2021 12:09,11/25/2021 12:25,0,138.94.77.22,100,966,1,11/25/2021 12:25,R_eXNH0QAU9KqkHWV,,,,,-29.28250122,-55.80419922,anonymous,PT,1,29,1,21,2,5,5,1,3,4,2,5,2,3,3,3,2,4,3,3,3,3,4,3,4,4,5,4,4,1,1,1,2,2,1,1,5,5,4,1,4,5,4,1,2,3,4,5,STF Corruptos,4,4,7,6,7,2,1,2,12,1,2,1,2,4,1,Santa Rosa,98796552,2,4,,,,,yes,treatment,black,white,pardo,female,male,male,doctor,police,doctor,jobs1,jobs2,generic1,,,politician,novice,politician,right,right,right,Olívia Mendes,Nicolas Duarte,Bernardo Teixeira,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito estava desviando recursos públicos,O prefeito gerenciou o orçamento de maneira honesta,abaaa1722999f4a8_d53c57ca5f074bd3_cfc8282d8f0bf020_0d3d55692df375747707d0bfece8d810,4
11/25/2021 12:08,11/25/2021 12:26,0,191.178.8.209,100,1069,1,11/25/2021 12:26,R_3Kr1iGWxQjndumy,,,,,-5.085403442,-42.80299377,anonymous,PT,1,18,2,18,2,4,4,1,3,4,1,4,2,3,3,3,3,4,3,3,3,3,3,3,4,4,3,4,3,4,4,5,4,4,4,1,4,4,4,4,4,4,4,4,1,2,5,3,Extrema Pobreza,3,4,5,5,3,2,2,11,1,2,2,1,1,2,4,Teresina,64059350,2,5,,Por conta da representatividade feminina. ,Porque mostrou capacidade de resolução dos problemas.,Não,yes,treatment,black,white,black,female,male,male,doctor,doctor,pastor,corruption1,corruption3,jobs1,,,novice,novice,politician,left,left,left,Cecilia Machado,Bernardo Teixeira,Nicolas Duarte,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito estava desviando recursos públicos,O prefeito gerenciou o orçamento de maneira honesta,82b90757b1216012_d53c57ca5f074bd3_cfc8282d8f0bf020_64e9e0c711bbc890bdd1363352049362,3
11/25/2021 12:16,11/25/2021 12:29,0,189.12.233.105,100,808,1,11/25/2021 12:29,R_3scCHlPSmZp8DKl,,,,,-21.17840576,-43.022995,anonymous,PT,1,26,1,13,3,4,4,2,3,4,2,5,2,4,4,3,2,2,3,3,4,4,4,3,4,4,4,4,4,1,1,1,2,1,3,1,5,3,5,1,5,5,5,1,2,3,5,4,,4,12,6,6,7,2,1,8,6,1,2,1,2,1,4,Ubá ,36506304,2,3,,Aparenta ser pessoa do bem e honesta ,Sendo militar geralmente mais corretos,NÃO ,yes,control,white,black,white,male,male,female,captain,professor,captain,generic2,corruption3,jobs3,,,novice,novice,politician,left,right,left,Bernardo Teixeira,Nicolas Duarte,Olívia Mendes,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito gerenciou o orçamento de maneira honesta,O prefeito estava desviando recursos públicos,cd91d9a80f8f9279_d53c57ca5f074bd3_cfc8282d8f0bf020_19db46f9cf5091c696bf1b5f582f27b5,3
11/25/2021 12:25,11/25/2021 12:31,0,177.17.48.230,100,339,1,11/25/2021 12:31,R_3QKRM2JqMw2DhYM,,,,,-10.9822998,-37.103302,anonymous,PT,1,16,1,26,3,3,3,3,3,3,3,3,2,4,2,2,3,3,3,3,2,4,4,4,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,1,2,5,4,3,,,,3,5,1,2,1,17,1,1,2,1,2,4,4,Aracaju,49092490,2,5,,Por que não a conheço,Por que pouco a conheço,não,no,treatment,black,pardo,black,female,female,male,police,professor,police,jobs1,corruption1,corruption3,,,novice,politician,novice,right,left,right,Olívia Mendes,Isabella Nunes,Hector Amaral,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito estava desviando recursos públicos,O prefeito gerenciou o orçamento de maneira honesta,bf2598fc281105a8_d53c57ca5f074bd3_f701270dacb2356d_3e4b396efcc790ca28b5fbbc4a984e8e,2
11/25/2021 12:20,11/25/2021 12:32,0,189.6.28.218,100,702,1,11/25/2021 12:32,R_2s1nD6Af2A3t6r7,,,,,-15.77920532,-47.93409729,anonymous,PT,1,18,2,7,3,2,2,1,2,1,1,2,5,1,1,2,5,1,1,2,5,1,1,1,2,4,2,2,1,1,1,1,2,1,1,1,4,2,1,1,2,1,2,1,2,4,5,3,Educação,2,3,4,7,7,3,1,1,12,1,1,2,2,2,4,Brasília,72600305,2,6,,Porque não tem experiência política e está fazendo promessas que não são de sua competência,Porque essa situação está acima da competência dela,Não,yes,control,white,black,pardo,female,male,male,captain,pastor,professor,jobs2,generic2,corruption1,,,novice,novice,politician,right,right,right,Olívia Mendes,Bernardo Teixeira,Hector Amaral,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito gerenciou o orçamento de maneira honesta,O prefeito estava desviando recursos públicos,3405a844d8ca1b92_d53c57ca5f074bd3_cfc8282d8f0bf020_a08b503ff8f394e0a19d5afb92cf77ee,3
